year,make,model,condition,odometer,sellingprice
2013,Mercedes-Benz,E-Class,42.0,15000.0,32500.0
2013,Mercedes-Benz,E-Class,43.0,22677.0,31800.0
2013,Land Rover,Range Rover Evoque,43.0,27573.0,35000.0
2013,Mercedes-Benz,E-Class,38.0,12440.0,33500.0
2013,Lexus,GS 350,37.0,48593.0,31750.0
2013,Mercedes-Benz,GL-Class,43.0,29352.0,51000.0
2013,Porsche,Boxster,39.0,18599.0,42000.0
2013,Mercedes-Benz,E-Class,41.0,22638.0,34000.0
2013,Mercedes-Benz,E-Class,43.0,22580.0,34000.0
2013,Mercedes-Benz,E-Class,43.0,6230.0,35500.0
2013,Mercedes-Benz,E-Class,36.0,26967.0,33750.0
2015,Chevrolet,Silverado 2500HD,45.0,15526.0,42300.0
2015,Chevrolet,Silverado 2500HD,44.0,20045.0,36300.0
2015,Chevrolet,Silverado 2500HD,28.0,21914.0,37500.0
2015,Chevrolet,Tahoe,42.0,11423.0,43000.0
2015,Chevrolet,Suburban,35.0,21005.0,47200.0
2015,Chevrolet,Suburban,45.0,15129.0,47000.0
2015,Chevrolet,Tahoe,47.0,20421.0,41900.0
2015,Chevrolet,Suburban,39.0,13758.0,46600.0
2015,Chevrolet,Silverado 2500HD,42.0,21531.0,44500.0
2015,Chevrolet,Suburban,4.0,19410.0,46400.0
2015,Chevrolet,Silverado 2500HD,4.0,1769.0,43500.0
2015,BMW,M4,5.0,3780.0,64000.0
2015,Chevrolet,Silverado 2500HD,49.0,10256.0,39000.0
2015,Chevrolet,Tahoe,45.0,13025.0,42000.0
2015,Chevrolet,Suburban,4.0,20074.0,47000.0
2015,Chevrolet,Tahoe,39.0,13443.0,41900.0
2015,Chevrolet,Silverado 2500HD,34.0,17898.0,38500.0
2015,Chevrolet,Silverado 2500HD,37.0,23323.0,37800.0
2015,Chevrolet,Suburban,1.0,6914.0,37200.0
2015,Chevrolet,Tahoe,5.0,18733.0,42750.0
2015,Chevrolet,Silverado 2500HD,48.0,17186.0,38700.0
2015,Chevrolet,Tahoe,43.0,15545.0,41500.0
2012,Ram,1500,41.0,24080.0,31000.0
2012,Ram,3500,44.0,33249.0,35400.0
2012,Ram,2500,46.0,27163.0,42000.0
2012,Ram,2500,29.0,66736.0,36750.0
2012,Ram,2500,32.0,74960.0,35000.0
2012,Toyota,Tundra,4.0,22304.0,34000.0
2012,Toyota,Tundra,46.0,40240.0,31500.0
2011,Audi,Q7,34.0,37265.0,37950.0
2011,BMW,5 Series,39.0,31328.0,31000.0
2011,BMW,5 Series,48.0,45990.0,31500.0
2011,BMW,M3,35.0,33999.0,38000.0
2011,Cadillac,Escalade ESV,43.0,69526.0,31300.0
2011,Cadillac,Escalade,47.0,35780.0,36000.0
2011,Cadillac,Escalade ESV,42.0,76567.0,34000.0
2011,Cadillac,Escalade,38.0,41413.0,33500.0
2011,Cadillac,Escalade ESV,36.0,77447.0,31600.0
2011,Chevrolet,Corvette,37.0,13108.0,49750.0
2011,Chevrolet,Silverado 2500HD,41.0,84995.0,34400.0
2011,Chevrolet,Avalanche,47.0,41484.0,31400.0
2014,Ram,1500,42.0,12367.0,34100.0
2014,Dodge,Challenger,49.0,1840.0,38000.0
2014,Dodge,Challenger,32.0,18474.0,32500.0
2014,Ram,1500,45.0,14679.0,34500.0
2014,Ram,1500,43.0,13487.0,34300.0
2014,Dodge,Challenger,45.0,11662.0,36300.0
2011,Chevrolet,Tahoe,44.0,22936.0,33200.0
2011,Chevrolet,Tahoe,41.0,46310.0,34500.0
2011,Ford,F-350 Super Duty,43.0,75903.0,33500.0
2011,Ford,F-250 Super Duty,46.0,32825.0,32000.0
2011,Ford,F-150,38.0,40148.0,39200.0
2011,Ford,F-250 Super Duty,35.0,89477.0,35300.0
2011,Ford,F-150,48.0,71196.0,36200.0
2011,Ford,F-250 Super Duty,33.0,102021.0,31400.0
2011,Ford,F-250 Super Duty,38.0,60496.0,36000.0
2011,GMC,Yukon,5.0,22006.0,39500.0
2011,GMC,Sierra 3500HD,37.0,58151.0,38600.0
2011,Infiniti,FX,43.0,23857.0,30800.0
2011,Infiniti,FX,45.0,22935.0,32600.0
2011,Infiniti,QX56,19.0,36921.0,35000.0
2011,Infiniti,QX56,29.0,39798.0,31400.0
2011,Jaguar,XJ,32.0,29481.0,40400.0
2011,Jaguar,XJ,33.0,23523.0,34400.0
2011,Jaguar,XK,42.0,15853.0,45100.0
2011,Jaguar,XK,23.0,33370.0,34000.0
2011,Jaguar,XF,37.0,38502.0,34000.0
2014,Dodge,Durango,5.0,8856.0,35900.0
2014,Dodge,Durango,4.0,10391.0,31600.0
2014,Dodge,Durango,5.0,18793.0,32750.0
2014,Dodge,Durango,5.0,16353.0,31000.0
2014,Dodge,Durango,4.0,10956.0,31500.0
2011,Land Rover,LR4,48.0,42938.0,32500.0
2011,Land Rover,Range Rover Sport,46.0,43589.0,41250.0
2011,Land Rover,LR4,42.0,62238.0,31500.0
2011,Lexus,GX 460,44.0,79443.0,33800.0
2011,Land Rover,Range Rover Sport,49.0,55882.0,31400.0
2011,Land Rover,LR4,5.0,39075.0,33500.0
2011,Land Rover,Range Rover Sport,44.0,52891.0,32000.0
2011,Land Rover,Range Rover Sport,36.0,38020.0,36500.0
2011,Land Rover,Range Rover,48.0,6939.0,54000.0
2011,Land Rover,Range Rover,37.0,53602.0,38600.0
2011,Lexus,LS 460,38.0,36095.0,35500.0
2011,Lexus,LS 460,37.0,31199.0,35400.0
2011,Lexus,LS 460,35.0,36566.0,33700.0
2011,Lexus,LS 460,29.0,29747.0,33900.0
2011,Lincoln,Navigator,48.0,39305.0,32800.0
2011,Mercedes-Benz,E-Class,35.0,11524.0,50000.0
2011,Mercedes-Benz,E-Class,32.0,28368.0,32500.0
2011,Mercedes-Benz,S-Class,34.0,25356.0,44600.0
2011,Mercedes-Benz,S-Class,25.0,81612.0,31000.0
2011,Mercedes-Benz,SL-Class,42.0,18664.0,52500.0
2011,Mercedes-Benz,S-Class,36.0,20180.0,43500.0
2011,Ram,3500,38.0,28592.0,37000.0
2011,Porsche,Cayenne,49.0,30386.0,60000.0
2011,Porsche,Panamera,46.0,19681.0,48250.0
2011,Porsche,Panamera,36.0,41208.0,43000.0
2011,Porsche,Panamera,44.0,41557.0,47500.0
2010,BMW,7 Series,29.0,30034.0,32600.0
2010,BMW,X6 M,34.0,49228.0,42500.0
2010,Ford,F-350 Super Duty,46.0,25164.0,37200.0
2010,Land Rover,Range Rover,43.0,49880.0,34000.0
2010,Lexus,IS F,42.0,50805.0,35500.0
2010,Land Rover,Range Rover,4.0,66115.0,39800.0
2010,Land Rover,Range Rover,35.0,64550.0,32800.0
2010,Lexus,IS F,36.0,64475.0,31500.0
2010,Land Rover,Range Rover,49.0,84177.0,30700.0
2010,Land Rover,Range Rover,25.0,36414.0,44000.0
2014,Ford,F-350 Super Duty,49.0,10900.0,44933.0
2010,Mercedes-Benz,E-Class,49.0,53906.0,34600.0
2010,Mercedes-Benz,G-Class,44.0,41328.0,68500.0
2010,Mercedes-Benz,S-Class,39.0,54184.0,34500.0
2010,Mercedes-Benz,S-Class,22.0,25247.0,34750.0
2010,Mercedes-Benz,S-Class,35.0,61440.0,32100.0
2010,Mercedes-Benz,S-Class,4.0,47506.0,36750.0
2010,Porsche,Panamera,42.0,49736.0,46500.0
2010,Porsche,911,43.0,29436.0,46200.0
2010,Porsche,Panamera,42.0,34346.0,65000.0
2010,Porsche,Panamera,28.0,75702.0,40000.0
2010,Porsche,Cayenne,4.0,68678.0,36750.0
2010,Rolls-Royce,Ghost,4.0,8440.0,149800.0
2009,Audi,R8,49.0,19422.0,84000.0
2009,Cadillac,Escalade ESV,46.0,62224.0,31000.0
2009,BMW,X6,43.0,29263.0,34000.0
2009,Lexus,LX 570,36.0,76371.0,37250.0
2009,Lexus,LX 570,37.0,64017.0,38000.0
2009,Mercedes-Benz,S-Class,35.0,57024.0,36400.0
2009,Mercedes-Benz,SL-Class,48.0,42872.0,37750.0
2008,BMW,M3,39.0,51457.0,32000.0
2008,Bentley,Continental Flying Spur,43.0,51686.0,55000.0
2014,Ford,Explorer,46.0,14448.0,31500.0
2014,Ford,Explorer,49.0,29779.0,34000.0
2014,Ford,Expedition,49.0,7993.0,42100.0
2014,Ford,Expedition,47.0,23939.0,36900.0
2014,Ford,Expedition,39.0,15052.0,40000.0
2014,Ford,Expedition,5.0,8974.0,35300.0
2014,Ford,Expedition,48.0,30782.0,35800.0
2014,Ford,Expedition,46.0,2426.0,35200.0
2014,Ford,Expedition,4.0,22954.0,38500.0
2014,Ford,Expedition,48.0,24318.0,34100.0
2014,Ford,Expedition,27.0,25347.0,36000.0
2014,Ford,Explorer,48.0,22473.0,32600.0
2014,Ford,Explorer,47.0,22462.0,32500.0
2014,Ford,Expedition,39.0,18556.0,39300.0
2014,Ford,Explorer,49.0,22924.0,35000.0
2014,Ford,Expedition,49.0,14886.0,31000.0
2014,Ford,Expedition,48.0,18320.0,34000.0
2014,Ford,Expedition,49.0,9046.0,45400.0
2014,Ford,Expedition,39.0,22938.0,36800.0
2014,Ford,Expedition,47.0,17038.0,33300.0
2014,Ford,Expedition,46.0,6930.0,39100.0
2008,GMC,Sierra 2500HD,27.0,47021.0,37000.0
2014,Ford,F-250 Super Duty,46.0,20946.0,46900.0
2014,Ford,Explorer,44.0,27281.0,34200.0
2014,Ford,F-250 Super Duty,41.0,26329.0,46600.0
2014,Ford,Explorer,47.0,26113.0,34200.0
2014,Ford,Explorer,42.0,27443.0,34800.0
2014,Ford,F-150,43.0,14623.0,37250.0
2014,Ford,Explorer,36.0,19406.0,35400.0
2014,Ford,F-150,48.0,8243.0,40800.0
2014,Ford,F-150,42.0,13838.0,36500.0
2014,Ford,F-150,49.0,8076.0,31800.0
2014,Ford,F-150,5.0,14401.0,47500.0
2014,Ford,Explorer,48.0,28898.0,34700.0
2014,Ford,Explorer,45.0,25890.0,35300.0
2008,Mercedes-Benz,CL-Class,28.0,85118.0,33500.0
2008,Mercedes-Benz,S-Class,25.0,60945.0,32000.0
2008,Mercedes-Benz,S-Class,35.0,19069.0,40800.0
2007,Bentley,Continental GT,47.0,74246.0,59000.0
2007,Bentley,Continental GTC,37.0,29897.0,72500.0
2015,Chevrolet,Tahoe,48.0,24917.0,43200.0
2015,Ford,F-250 Super Duty,39.0,26557.0,39000.0
2015,Chevrolet,Tahoe,49.0,29693.0,42000.0
2015,GMC,Yukon,24.0,10238.0,37200.0
2015,Chevrolet,Tahoe,35.0,21771.0,43000.0
2015,Hyundai,Genesis,45.0,7045.0,36250.0
2015,Chevrolet,Tahoe,5.0,1102.0,58500.0
2014,Ford,Shelby GT500,41.0,13250.0,50300.0
2014,Ford,Mustang,38.0,18314.0,33100.0
2014,GMC,Sierra 1500,28.0,9166.0,31250.0
2014,GMC,Yukon XL,37.0,37785.0,31500.0
2014,Honda,Pilot,46.0,11095.0,34000.0
2014,Honda,Pilot,4.0,15008.0,32200.0
2014,GMC,Yukon,42.0,19369.0,32500.0
2014,Honda,Pilot,44.0,24897.0,34900.0
2014,GMC,Sierra 2500HD,5.0,87222.0,32500.0
2014,GMC,Sierra 1500,49.0,7832.0,38600.0
2005,Bentley,Continental GT,41.0,34855.0,54500.0
2014,Hyundai,Equus,43.0,471.0,46000.0
2014,Infiniti,Q50,46.0,10307.0,32100.0
2014,Infiniti,Q50,47.0,19321.0,32300.0
2014,Hyundai,Equus,5.0,252.0,31500.0
2014,Infiniti,Q50,5.0,12233.0,32600.0
2014,Hyundai,Equus,44.0,11029.0,41700.0
2014,Infiniti,Q50,48.0,13892.0,31400.0
2014,Infiniti,Q50,47.0,15574.0,31200.0
2014,Hyundai,Equus,49.0,251.0,46500.0
2014,Infiniti,QX60,48.0,10278.0,37600.0
2014,Infiniti,QX80,42.0,10340.0,59800.0
2014,Infiniti,Q50,45.0,4566.0,31500.0
2014,Infiniti,QX60,47.0,14651.0,36600.0
2014,Infiniti,Q50,49.0,1485.0,35800.0
2014,Infiniti,QX60,48.0,5865.0,43400.0
2014,Infiniti,Q50,4.0,8379.0,36600.0
2014,Infiniti,QX60,4.0,15290.0,38800.0
2014,Infiniti,Q50,43.0,7757.0,35400.0
2014,Infiniti,QX70,46.0,16479.0,33600.0
2014,Infiniti,QX70,49.0,4471.0,40800.0
2014,Infiniti,Q50,45.0,12727.0,34200.0
2014,Infiniti,Q50,43.0,12768.0,33600.0
2014,Infiniti,Q70,44.0,11771.0,39000.0
2014,Infiniti,QX60,43.0,13739.0,33800.0
2014,Infiniti,Q50,5.0,5006.0,35500.0
2014,Infiniti,Q50,45.0,8255.0,34400.0
2014,Infiniti,QX70,44.0,5314.0,37500.0
2014,Infiniti,Q70,47.0,15476.0,38400.0
2014,Infiniti,QX70,4.0,17071.0,31200.0
2014,Infiniti,Q70,48.0,15653.0,41400.0
2014,Infiniti,QX60,44.0,17018.0,38400.0
2014,Infiniti,Q50,5.0,3127.0,35200.0
2014,Infiniti,Q50,49.0,6855.0,35400.0
2014,Infiniti,QX60,5.0,10412.0,34800.0
2014,Infiniti,QX60,5.0,22776.0,41600.0
2014,Infiniti,QX70,43.0,26868.0,32800.0
2014,Infiniti,QX60,38.0,8938.0,38800.0
2014,Infiniti,Q50,29.0,9403.0,35200.0
2014,Infiniti,QX50,44.0,20683.0,30800.0
2014,Infiniti,QX50,44.0,20932.0,31400.0
2014,Infiniti,Q50,36.0,7268.0,33800.0
2014,Infiniti,Q50,48.0,4593.0,35000.0
2014,Infiniti,Q60 Convertible,43.0,12045.0,37400.0
2014,Infiniti,Q60 Coupe,48.0,19612.0,31000.0
2014,Infiniti,Q60 Convertible,45.0,14971.0,36800.0
2014,Infiniti,QX60,48.0,12004.0,35200.0
2014,Infiniti,Q60 Convertible,44.0,9942.0,36800.0
2014,Infiniti,QX60,41.0,6121.0,38200.0
2014,Infiniti,Q70,44.0,25307.0,38000.0
2014,Infiniti,QX70,45.0,29317.0,31000.0
2014,Infiniti,Q50,47.0,12630.0,31000.0
2014,Infiniti,Q50,47.0,1615.0,35800.0
2014,Infiniti,Q50,45.0,12771.0,31000.0
2014,Infiniti,Q50,42.0,22731.0,32000.0
2014,Infiniti,QX70,46.0,17308.0,34600.0
2014,Infiniti,Q50,42.0,5552.0,34600.0
2014,Infiniti,Q60 Convertible,41.0,24199.0,32800.0
2014,Infiniti,QX60,49.0,16622.0,37600.0
2014,Infiniti,QX70,45.0,16770.0,36200.0
2014,Infiniti,Q50,41.0,16607.0,36600.0
2014,Infiniti,QX60,47.0,10916.0,43600.0
2014,Jeep,Grand Cherokee,5.0,24456.0,32700.0
2014,Jeep,Grand Cherokee,5.0,7434.0,32700.0
2014,Jeep,Grand Cherokee,4.0,15762.0,32600.0
2014,Jeep,Grand Cherokee,42.0,13785.0,32000.0
2014,Jeep,Grand Cherokee,4.0,23403.0,30700.0
2014,Jeep,Grand Cherokee,5.0,14696.0,32700.0
2014,Jeep,Grand Cherokee,49.0,17322.0,33100.0
2014,Jeep,Grand Cherokee,4.0,15581.0,32600.0
2014,Jeep,Grand Cherokee,43.0,26106.0,32200.0
2014,Jeep,Grand Cherokee,5.0,14815.0,34100.0
2014,Jeep,Grand Cherokee,3.0,18410.0,30800.0
2014,Jeep,Grand Cherokee,4.0,38586.0,37000.0
2014,Jeep,Grand Cherokee,4.0,13821.0,38200.0
2014,Jeep,Grand Cherokee,39.0,17397.0,31000.0
2014,Jeep,Wrangler,49.0,4429.0,33000.0
2014,Jeep,Wrangler,47.0,7583.0,36300.0
2014,Jeep,Wrangler,5.0,27122.0,31000.0
2014,Jeep,Wrangler,49.0,16370.0,32500.0
2014,Land Rover,Range Rover Sport,5.0,1172.0,84000.0
2014,Lexus,GS 350,49.0,3063.0,40500.0
2014,Lexus,GS 350,37.0,16580.0,35600.0
2002,Porsche,911,43.0,49323.0,33500.0
2014,Lincoln,Navigator,47.0,21341.0,44300.0
2014,Lincoln,Navigator,42.0,25155.0,39700.0
2014,Lexus,GX 460,5.0,3891.0,57250.0
2014,Lexus,LX 570,49.0,13614.0,75800.0
2014,Maserati,Quattroporte,46.0,12958.0,78250.0
2014,Lexus,RX 350,47.0,13097.0,38000.0
2014,Lexus,GX 460,49.0,17831.0,53000.0
2014,Mercedes-Benz,GLK-Class,5.0,9715.0,42000.0
2014,Mercedes-Benz,E-Class,1.0,6156.0,37000.0
2014,Mercedes-Benz,GLK-Class,5.0,7950.0,33000.0
2014,Mercedes-Benz,E-Class,43.0,15243.0,40500.0
2014,Mercedes-Benz,M-Class,48.0,4939.0,48000.0
2014,Mercedes-Benz,GLK-Class,47.0,8009.0,37000.0
2014,Mercedes-Benz,CLS-Class,47.0,9354.0,58500.0
2014,Mercedes-Benz,C-Class,38.0,5530.0,52000.0
2014,Mercedes-Benz,E-Class,46.0,9365.0,42000.0
2014,Mercedes-Benz,GLK-Class,44.0,8921.0,37250.0
2014,Mercedes-Benz,M-Class,5.0,2710.0,51250.0
2014,Mercedes-Benz,E-Class,44.0,2036.0,78000.0
2014,Mercedes-Benz,E-Class,49.0,9348.0,41000.0
2014,Mercedes-Benz,C-Class,36.0,6102.0,50500.0
2014,Mercedes-Benz,E-Class,46.0,10981.0,43500.0
2014,Mercedes-Benz,C-Class,44.0,1572.0,51750.0
2014,Mercedes-Benz,GLK-Class,36.0,8612.0,33250.0
2014,Mercedes-Benz,GL-Class,48.0,12069.0,79500.0
2014,Mercedes-Benz,E-Class,45.0,13950.0,39750.0
2014,Mercedes-Benz,C-Class,43.0,9159.0,31000.0
2014,Mercedes-Benz,CLS-Class,5.0,7554.0,60500.0
2014,Mercedes-Benz,E-Class,5.0,9846.0,40500.0
2014,Mercedes-Benz,C-Class,43.0,3776.0,51301.0
2014,Mercedes-Benz,GLK-Class,47.0,9700.0,38500.0
2014,Mercedes-Benz,E-Class,42.0,14221.0,37000.0
2014,Mercedes-Benz,GLK-Class,4.0,14521.0,33000.0
2014,Mercedes-Benz,GLK-Class,38.0,9259.0,35000.0
2014,Nissan,Altima,42.0,15854.0,37200.0
2014,Mercedes-Benz,SLK-Class,46.0,8288.0,35400.0
2014,Mercedes-Benz,SLK-Class,43.0,10208.0,34000.0
2014,Mercedes-Benz,SL-Class,49.0,1870.0,84500.0
2014,Mercedes-Benz,SL-Class,39.0,7025.0,83000.0
2014,Mercedes-Benz,S-Class,5.0,147.0,139000.0
2014,Mercedes-Benz,SLK-Class,5.0,2546.0,37150.0
2014,Mercedes-Benz,SLK-Class,39.0,18120.0,37000.0
2015,Jeep,Wrangler,5.0,496.0,43500.0
2015,Jeep,Wrangler,44.0,519.0,43000.0
2015,Jeep,Wrangler,5.0,905.0,49000.0
2014,Nissan,Murano CrossCabriolet,42.0,6479.0,30800.0
2014,Nissan,GT-R,44.0,5932.0,76500.0
2014,Nissan,Pathfinder,49.0,15104.0,34000.0
2014,Ram,2500,36.0,18966.0,34000.0
2014,Ram,1500,45.0,14959.0,32500.0
2014,Ram,1500,38.0,4762.0,31600.0
2014,Ram,1500,35.0,13960.0,34200.0
2014,Ram,1500,44.0,16133.0,32750.0
2014,Ram,1500,4.0,37564.0,32300.0
2014,Porsche,Cayman,49.0,5961.0,59250.0
2014,Ram,2500,29.0,13574.0,31750.0
2014,Ram,1500,42.0,14376.0,38700.0
2014,Ram,2500,3.0,33763.0,34300.0
2014,Ram,1500,43.0,13215.0,35400.0
2014,Ram,1500,45.0,17571.0,33100.0
2014,Ram,1500,35.0,14698.0,34200.0
2014,Ram,1500,44.0,16318.0,33500.0
2014,Ram,2500,44.0,37146.0,33500.0
2014,Ram,3500,5.0,5821.0,48800.0
2014,Toyota,4Runner,5.0,6841.0,32250.0
2014,Toyota,Tundra,49.0,11356.0,36800.0
2014,Toyota,Tundra,43.0,19679.0,40500.0
2014,Toyota,Tundra,38.0,19065.0,41000.0
2014,Toyota,Highlander,47.0,4467.0,37200.0
2014,Toyota,Tundra,49.0,6674.0,37250.0
2014,Toyota,Tundra,48.0,2493.0,39200.0
2013,Audi,A6,47.0,18630.0,34800.0
2013,Audi,allroad,5.0,12174.0,34000.0
2013,Audi,S7,21.0,20833.0,53750.0
2013,Audi,Q7,42.0,39262.0,39600.0
2013,Audi,A4,46.0,15962.0,32500.0
2013,Audi,A5,39.0,16763.0,31250.0
2014,Volvo,XC60,47.0,9348.0,32600.0
2013,Audi,A6,36.0,22220.0,39750.0
2013,Audi,Q5,44.0,8828.0,31400.0
2013,Audi,A6,36.0,16185.0,41750.0
2013,Audi,Q5,43.0,15148.0,31000.0
2013,Audi,Q7,37.0,18233.0,37500.0
2013,Audi,A8,26.0,14413.0,44000.0
2013,Audi,Q7,42.0,42076.0,38200.0
2013,Audi,A6,41.0,54100.0,31500.0
2013,BMW,7 Series,4.0,62194.0,42100.0
2013,BMW,7 Series,41.0,28537.0,48500.0
2013,BMW,6 Series Gran Coupe,43.0,45988.0,44000.0
2013,BMW,5 Series,42.0,18315.0,36700.0
2013,BMW,5 Series,46.0,33181.0,42800.0
2013,BMW,X6,43.0,25488.0,45500.0
2013,BMW,5 Series,44.0,48593.0,35500.0
2013,BMW,5 Series,43.0,20484.0,33000.0
2013,BMW,7 Series,35.0,40483.0,35250.0
2013,BMW,5 Series,38.0,46276.0,33250.0
2013,BMW,M5,42.0,35561.0,53500.0
2013,BMW,7 Series,41.0,42549.0,35000.0
2013,Cadillac,XTS,42.0,25438.0,33200.0
2013,Chevrolet,Black Diamond Avalanche,41.0,49943.0,36000.0
2013,Chevrolet,Camaro,37.0,44022.0,35000.0
2013,Chevrolet,Suburban,3.0,60721.0,30700.0
2013,Chevrolet,Silverado 2500HD,3.0,25595.0,36300.0
2013,Chevrolet,Camaro,49.0,5349.0,46300.0
2013,Chevrolet,Suburban,44.0,64032.0,31800.0
2013,Chevrolet,Camaro,46.0,9806.0,41000.0
2013,Cadillac,Escalade,32.0,40439.0,43700.0
2013,Chevrolet,Silverado 1500,37.0,3094.0,31000.0
2013,Cadillac,Escalade ESV,2.0,39611.0,38750.0
2013,Chevrolet,Suburban,2.0,56293.0,32000.0
2013,Chevrolet,Suburban,45.0,58549.0,30700.0
2013,Chevrolet,Suburban,4.0,48621.0,34501.0
2013,Chevrolet,Camaro,42.0,2508.0,42300.0
2013,Cadillac,Escalade ESV,34.0,51097.0,40000.0
2013,Chevrolet,Black Diamond Avalanche,42.0,22257.0,36500.0
2013,Chevrolet,Silverado 2500HD,5.0,60872.0,39900.0
2013,Chevrolet,Black Diamond Avalanche,5.0,17054.0,40000.0
2013,Chevrolet,Silverado 2500HD,27.0,31022.0,31500.0
2013,Chevrolet,Suburban,42.0,63686.0,31000.0
2014,Acura,MDX,46.0,7079.0,41000.0
2014,Audi,S8,48.0,18499.0,79800.0
2014,Audi,A6,45.0,3321.0,34200.0
2014,BMW,3 Series,43.0,2024.0,35200.0
2014,BMW,3 Series,43.0,10999.0,31000.0
2014,Audi,A4,5.0,6398.0,33000.0
2014,Audi,A4,45.0,9811.0,34500.0
2014,BMW,4 Series,42.0,9745.0,36600.0
2014,Audi,A6,5.0,9765.0,36800.0
2014,BMW,3 Series,48.0,2197.0,33000.0
2014,Acura,RLX,43.0,6249.0,33700.0
2014,Audi,allroad,49.0,6287.0,36500.0
2014,Audi,Q7,47.0,6700.0,43000.0
2014,Audi,A6,48.0,12061.0,43000.0
2014,Audi,A5,39.0,12612.0,37200.0
2014,Audi,allroad,46.0,7702.0,36500.0
2014,BMW,5 Series,38.0,9377.0,47000.0
2014,BMW,5 Series,47.0,2588.0,37500.0
2015,Volvo,XC70,48.0,11153.0,32250.0
2014,BMW,6 Series Gran Coupe,48.0,4206.0,65500.0
2014,Audi,Q5,45.0,9773.0,34400.0
2014,BMW,5 Series,45.0,11049.0,36500.0
2014,Audi,A5,45.0,3191.0,36000.0
2014,Audi,A6,43.0,8448.0,37000.0
2014,BMW,6 Series Gran Coupe,41.0,3260.0,65001.0
2014,BMW,5 Series,48.0,4201.0,39000.0
2014,BMW,3 Series,49.0,946.0,32500.0
2014,Audi,A6,5.0,9830.0,38800.0
2014,BMW,6 Series Gran Coupe,43.0,2922.0,64801.0
2014,Audi,A6,5.0,6361.0,47700.0
2014,Audi,A7,49.0,9505.0,54500.0
2013,Chevrolet,Tahoe,5.0,31655.0,36600.0
2013,Dodge,Challenger,44.0,8400.0,36500.0
2013,Dodge,Challenger,47.0,8682.0,35400.0
2013,Dodge,Durango,5.0,25844.0,31500.0
2013,Ford,F-350 Super Duty,31.0,60186.0,33250.0
2013,Ford,Explorer,38.0,30303.0,33400.0
2013,Ford,Expedition,49.0,5288.0,34000.0
2013,Ford,Explorer,44.0,35314.0,34000.0
2013,Ford,Explorer,5.0,57676.0,31500.0
2013,Ford,Explorer,46.0,31130.0,33800.0
2013,Ford,Explorer,47.0,31439.0,35000.0
2013,Ford,Explorer,44.0,39327.0,34100.0
2013,Ford,Explorer,44.0,20802.0,30600.0
2013,Ford,Explorer,44.0,22936.0,32600.0
2013,Ford,Explorer,49.0,34218.0,31700.0
2013,Ford,Expedition,49.0,20604.0,39000.0
2013,Ford,Explorer,48.0,11215.0,31000.0
2013,Ford,Explorer,44.0,18534.0,30700.0
2013,Ford,Explorer,48.0,27744.0,30800.0
2013,Ford,Explorer,47.0,23758.0,36100.0
2013,Ford,Explorer,39.0,19521.0,35800.0
2013,Ford,Explorer,47.0,28383.0,30800.0
2013,Ford,Explorer,42.0,30218.0,32100.0
2013,Ford,Explorer,38.0,32838.0,34000.0
2013,Ford,Explorer,35.0,17887.0,32000.0
2013,Ford,Explorer,47.0,30156.0,32000.0
2013,Ford,F-150,31.0,22071.0,35200.0
2013,Ford,Explorer,43.0,25610.0,36100.0
2013,Ford,Explorer,48.0,22073.0,36200.0
2013,Ford,Explorer,29.0,29592.0,33100.0
2013,Ford,Explorer,36.0,33213.0,33100.0
2013,Ford,Explorer,42.0,27226.0,31600.0
2013,Ford,F-150,41.0,12365.0,34800.0
2013,Ford,F-150,48.0,16483.0,32200.0
2013,Ford,F-150,42.0,17233.0,34500.0
2013,Ford,F-250 Super Duty,34.0,32993.0,41700.0
2013,Ford,F-250 Super Duty,31.0,61571.0,31000.0
2013,Ford,F-150,48.0,28998.0,34000.0
2013,Ford,F-150,42.0,24488.0,38000.0
2013,Ford,F-250 Super Duty,45.0,36938.0,34000.0
2013,Ford,F-150,49.0,7554.0,50750.0
2013,Ford,F-150,44.0,20142.0,35600.0
2013,Ford,F-250 Super Duty,49.0,66673.0,43750.0
2013,Ford,F-150,33.0,82709.0,35900.0
2013,Ford,F-150,44.0,4529.0,36800.0
2013,Ford,F-150,45.0,27173.0,32700.0
2013,Ford,F-150,27.0,17842.0,33100.0
2013,Ford,F-250 Super Duty,44.0,30555.0,44000.0
2013,Ford,F-250 Super Duty,34.0,37160.0,33000.0
2013,Ford,F-150,44.0,17043.0,37000.0
2013,Ford,F-150,49.0,23839.0,48400.0
2013,Ford,F-150,36.0,37836.0,32500.0
2013,Ford,F-150,5.0,12562.0,38500.0
2013,Ford,F-250 Super Duty,38.0,53831.0,32400.0
2013,Ford,F-150,46.0,25899.0,38000.0
2013,Ford,F-150,5.0,30727.0,34800.0
2014,BMW,M6 Gran Coupe,44.0,7338.0,93250.0
2014,BMW,X5,45.0,16367.0,48000.0
2014,Cadillac,CTS,5.0,12810.0,42800.0
2014,BMW,X3,5.0,14273.0,38500.0
2014,Buick,Enclave,41.0,19967.0,32400.0
2014,BMW,X3,44.0,13999.0,34250.0
2014,BMW,X3,48.0,10730.0,43000.0
2014,Cadillac,CTS,4.0,19665.0,31500.0
2014,BMW,M5,39.0,10166.0,68100.0
2014,BMW,M5,38.0,6034.0,68501.0
2014,BMW,M5,46.0,5310.0,68901.0
2013,GMC,Sierra 3500HD,45.0,34967.0,43400.0
